Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,Rate,Critic_score,Critic_positive_reviews,Critic_mixed_reviews,Critic_negative_reviews,User_score,User_positive_reviews,User_mixed_reviews,User_negative_reviews,Type
FIFA Soccer 13,PC,2012.0,Action,Electronic Arts,0.02,0.31,0.0,0.07,0.41,Electronic Arts,E,86.0,7.0,0.0,0.0,6.7,183.0,90.0,70.0,Salon
Asura's Wrath,PS3,2012.0,Action,Capcom,0.18,0.12,0.06,0.05,0.41,CyberConnect2,T,71.0,19.0,19.0,1.0,7.5,155.0,57.0,29.0,Salon
Minority Report: Everybody Runs,PS2,2002.0,Action,Activision,0.2,0.15,0.0,0.05,0.41,Treyarch,T,50.0,1.0,16.0,9.0,6.3,4.0,7.0,2.0,Salon
NFL GameDay 2002,PS,2001.0,Sports,Sony Computer Entertainment,0.23,0.15,0.0,0.03,0.4,Red Zone Entertainment,E,62.0,4.0,2.0,4.0,5.8,1.0,3.0,0.0,Salon
Story of Seasons,3DS,2014.0,Simulation,Nintendo,0.0,0.13,0.26,0.01,0.4,Marvelous AQL,E10+,76.0,28.0,11.0,0.0,8.0,54.0,12.0,8.0,Portable
Beowulf: The Game,X360,2007.0,Action,Ubisoft,0.36,0.01,0.0,0.03,0.4,Ubisoft Shanghai,M,51.0,0.0,16.0,7.0,3.7,2.0,4.0,14.0,Salon
Super Monkey Ball: Step & Roll,Wii,2010.0,Action,Sega,0.17,0.2,0.0,0.04,0.4,Sega,E,59.0,2.0,30.0,4.0,7.1,8.0,5.0,2.0,Salon
Hatsune Miku: Project Diva F 2nd,PSV,2014.0,Misc,Sega,0.13,0.06,0.16,0.06,0.4,Sega,T,81.0,7.0,1.0,0.0,8.5,68.0,5.0,7.0,Portable
Overlord,X360,2007.0,Strategy,Codemasters,0.34,0.03,0.01,0.03,0.4,Triumph Studios,T,76.0,32.0,15.0,0.0,7.9,40.0,19.0,2.0,Salon
Tak and the Power of Juju,GC,2003.0,Platform,THQ,0.31,0.08,0.0,0.01,0.4,Avalanche Software,E,71.0,6.0,10.0,0.0,8.6,7.0,2.0,0.0,Salon
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS3,2007.0,Action,Activision,0.32,0.04,0.01,0.04,0.4,Traveller's Tales,T,54.0,3.0,17.0,10.0,5.8,4.0,9.0,5.0,Salon
Sega Superstars Tennis,PS3,2008.0,Sports,Sega,0.13,0.2,0.0,0.08,0.4,Sumo Digital,E10+,67.0,4.0,26.0,1.0,7.3,5.0,2.0,1.0,Salon
LEGO Harry Potter: Years 5-7,3DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.18,0.19,0.0,0.04,0.4,Traveller's Tales,E10+,71.0,2.0,5.0,0.0,6.4,7.0,5.0,4.0,Portable
Defender,PS2,2002.0,Misc,Midway Games,0.2,0.15,0.0,0.05,0.4,7 Studios,T,73.0,12.0,12.0,0.0,6.5,0.0,4.0,0.0,Salon
Gauntlet: Seven Sorrows,PS2,2005.0,Role-Playing,Midway Games,0.2,0.15,0.0,0.05,0.4,Midway,T,59.0,8.0,22.0,8.0,4.8,2.0,7.0,4.0,Salon
Harry Potter: Quidditch World Cup,GC,2003.0,Sports,Electronic Arts,0.31,0.08,0.0,0.01,0.4,Magic Pockets,E,68.0,3.0,12.0,1.0,7.4,4.0,3.0,0.0,Salon
Advance Wars: Dual Strike,DS,2005.0,Strategy,Nintendo,0.3,0.03,0.04,0.03,0.4,Intelligent Systems,E,90.0,49.0,0.0,0.0,8.5,118.0,17.0,6.0,Portable
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,2009.0,Action,Konami Digital Entertainment,0.27,0.01,0.09,0.03,0.4,Konami,E,73.0,3.0,5.0,0.0,7.1,8.0,6.0,2.0,Portable
Warriors Orochi 2 (JP sales),PS2,2008.0,Action,Tecmo Koei,0.0,0.0,0.4,0.0,0.4,Omega Force,T,52.0,0.0,6.0,3.0,8.6,13.0,3.0,1.0,Salon
WWE SmackDown! vs. RAW 2006,PSP,2005.0,Fighting,THQ,0.36,0.01,0.0,0.03,0.4,Yuke's,T,81.0,25.0,5.0,0.0,7.7,19.0,4.0,3.0,Portable
The Chronicles of Narnia: Prince Caspian,PS2,2008.0,Action,Disney Interactive Studios,0.2,0.15,0.0,0.05,0.4,Traveller's Tales,T,67.0,2.0,4.0,0.0,5.5,1.0,2.0,3.0,Salon
Battalion Wars,GC,2005.0,Strategy,Nintendo,0.25,0.07,0.07,0.01,0.4,Kuju Entertainment,T,76.0,28.0,14.0,1.0,7.9,12.0,6.0,1.0,Salon
TMNT,Wii,2007.0,Action,Ubisoft,0.34,0.03,0.0,0.03,0.4,Ubisoft Montreal,E10+,60.0,3.0,11.0,3.0,4.8,2.0,0.0,3.0,Salon
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009.0,Action,Square Enix,0.22,0.08,0.08,0.03,0.4,Square Enix,T,66.0,15.0,33.0,5.0,6.2,25.0,19.0,15.0,Salon
EA Sports UFC 2,XOne,2016.0,Sports,Electronic Arts,0.23,0.14,0.0,0.04,0.4,EA Sports,T,76.0,28.0,14.0,0.0,5.5,46.0,23.0,40.0,Salon
Iron Man 2,PS3,2010.0,Action,Sega,0.14,0.19,0.0,0.07,0.4,Sega Studios San Francisco,T,41.0,0.0,9.0,19.0,3.5,5.0,4.0,13.0,Salon
Atari Anthology,PS2,2004.0,Misc,Atari,0.33,0.01,0.0,0.05,0.4,Digital Eclipse,E,66.0,5.0,6.0,1.0,6.9,5.0,1.0,3.0,Salon
NBA Jam,X360,2010.0,Sports,Electronic Arts,0.27,0.1,0.0,0.03,0.4,EA Canada,E,75.0,18.0,12.0,0.0,7.4,14.0,9.0,2.0,Salon
Sherlock Holmes: The Mystery of the Mummy,DS,2009.0,Adventure,Focus Home Interactive,0.06,0.3,0.0,0.04,0.4,Frogwares,E,57.0,0.0,7.0,1.0,4.0,2.0,2.0,5.0,Portable
Star Wars The Clone Wars: Republic Heroes,X360,2009.0,Action,LucasArts,0.18,0.17,0.0,0.04,0.4,Krome Studios,T,43.0,0.0,14.0,23.0,6.1,11.0,13.0,8.0,Salon
Mafia II,PC,2010.0,Action,Take-Two Interactive,0.17,0.17,0.0,0.06,0.4,2K Czech,M,77.0,35.0,9.0,2.0,8.3,1900.0,457.0,119.0,Salon
MX vs. ATV Unleashed,XB,2005.0,Racing,THQ,0.32,0.07,0.0,0.01,0.4,Rainbow Studios,E,80.0,17.0,4.0,0.0,6.5,2.0,1.0,1.0,Salon
Rampage: Total Destruction,GC,2006.0,Action,Midway Games,0.31,0.08,0.0,0.01,0.4,"Pipeworks Software, Inc.",E10+,57.0,4.0,17.0,3.0,6.7,1.0,9.0,0.0,Salon
The Urbz: Sims in the City,GC,2004.0,Simulation,Electronic Arts,0.24,0.14,0.0,0.02,0.4,Maxis,T,73.0,9.0,10.0,0.0,8.4,5.0,2.0,0.0,Salon
Wii Sports Club,WiiU,2014.0,Sports,Nintendo,0.19,0.14,0.04,0.03,0.4,Nintendo,E10+,68.0,4.0,17.0,0.0,7.0,67.0,45.0,24.0,Portable
Tomb Raider: Anniversary,X360,2007.0,Action,Eidos Interactive,0.12,0.23,0.0,0.05,0.4,Crystal Dynamics,T,77.0,26.0,7.0,0.0,8.1,66.0,20.0,5.0,Salon
Sonic Lost World,WiiU,2013.0,Platform,Sega,0.24,0.12,0.01,0.03,0.4,Sonic Team,E10+,63.0,22.0,33.0,9.0,7.1,343.0,221.0,100.0,Portable
Condemned 2: Bloodshot,PS3,2008.0,Action,Sega,0.17,0.16,0.0,0.07,0.4,Monolith Productions,M,82.0,32.0,5.0,0.0,7.7,61.0,19.0,9.0,Salon
Silent Hill: Homecoming,PS3,2008.0,Action,Konami Digital Entertainment,0.18,0.15,0.0,0.06,0.4,Double Helix Games,M,71.0,18.0,23.0,0.0,6.1,75.0,91.0,54.0,Salon
Armored Core V,PS3,2012.0,Simulation,Namco Bandai Games,0.09,0.04,0.24,0.02,0.4,From Software,T,65.0,4.0,21.0,1.0,7.2,38.0,11.0,10.0,Salon
I-Ninja,PS2,2003.0,Platform,Sony Computer Entertainment,0.19,0.15,0.0,0.05,0.4,Argonaut Games,T,73.0,24.0,15.0,0.0,7.9,23.0,7.0,3.0,Salon
Harvest Moon: Save the Homeland,PS2,2001.0,Simulation,Natsume,0.19,0.15,0.0,0.05,0.4,Victor Interactive Software,E,76.0,8.0,6.0,0.0,7.4,16.0,8.0,2.0,Salon
NBA Jam,PS3,2010.0,Sports,Electronic Arts,0.22,0.12,0.0,0.06,0.4,EA Canada,E,71.0,14.0,19.0,0.0,5.9,5.0,7.0,3.0,Salon
Mass Effect 2,PC,2010.0,Role-Playing,Electronic Arts,0.01,0.32,0.0,0.07,0.4,BioWare,M,94.0,54.0,1.0,0.0,8.9,4700.0,382.0,192.0,Salon
Call of Duty: Finest Hour,GC,2004.0,Shooter,Activision,0.31,0.08,0.0,0.01,0.4,Spark Unlimited,T,74.0,16.0,15.0,0.0,6.3,7.0,3.0,4.0,Salon
Naruto: Path of the Ninja,DS,2007.0,Role-Playing,D3Publisher,0.37,0.0,0.0,0.03,0.4,TOSE,E10+,57.0,2.0,13.0,3.0,5.6,2.0,2.0,3.0,Portable
Hitman: Blood Money,X360,2006.0,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.4,Io Interactive,M,82.0,49.0,4.0,0.0,8.5,186.0,20.0,9.0,Salon
Alpha Protocol,X360,2010.0,Role-Playing,Sega,0.23,0.13,0.0,0.04,0.4,Obsidian Entertainment,M,63.0,15.0,44.0,9.0,7.2,82.0,32.0,23.0,Salon
Rumble Roses,PS2,2004.0,Fighting,Konami Digital Entertainment,0.19,0.15,0.0,0.05,0.39,Yuke's,M,66.0,9.0,33.0,2.0,8.1,22.0,9.0,2.0,Salon
Just Dance 2014,PS3,2013.0,Misc,Ubisoft,0.17,0.15,0.0,0.07,0.39,Ubisoft,E10+,77.0,5.0,1.0,0.0,7.1,10.0,11.0,4.0,Salon
Fantastic Four: Rise of the Silver Surfer,PS2,2007.0,Action,Take-Two Interactive,0.19,0.15,0.0,0.05,0.39,Visual Concepts,T,36.0,0.0,2.0,5.0,5.6,4.0,2.0,5.0,Salon
Ultimate Spider-Man,XB,2005.0,Action,Activision,0.26,0.11,0.0,0.02,0.39,Treyarch,T,77.0,38.0,14.0,1.0,8.5,40.0,14.0,0.0,Salon
GRID 2,PS3,2013.0,Racing,Codemasters,0.07,0.23,0.01,0.09,0.39,Codemasters,E,82.0,18.0,2.0,0.0,6.6,83.0,63.0,33.0,Salon
LEGO The Lord of the Rings,3DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.19,0.17,0.0,0.03,0.39,TT Games,E10+,61.0,0.0,4.0,0.0,7.3,11.0,4.0,3.0,Portable
Juiced 2: Hot Import Nights,PS2,2007.0,Racing,THQ,0.19,0.15,0.01,0.05,0.39,Juice Games,T,66.0,1.0,3.0,0.0,6.3,3.0,4.0,1.0,Salon
Dungeon Siege III,PS3,2011.0,Role-Playing,Square Enix,0.17,0.14,0.03,0.06,0.39,Obsidian Entertainment,T,71.0,21.0,30.0,1.0,6.2,34.0,38.0,17.0,Salon
Viking: Battle for Asgard,PS3,2008.0,Action,Sega,0.14,0.18,0.0,0.07,0.39,Creative Assembly,M,65.0,10.0,24.0,4.0,7.1,15.0,11.0,5.0,Salon
Naruto: Clash of Ninja Revolution 2,Wii,2008.0,Fighting,Tomy Corporation,0.34,0.02,0.0,0.03,0.39,Eighting,T,72.0,11.0,9.0,0.0,8.1,12.0,5.0,0.0,Salon
LEGO Star Wars III: The Clone Wars,PSP,2011.0,Action,LucasArts,0.14,0.17,0.0,0.09,0.39,Traveller's Tales,E10+,63.0,0.0,4.0,0.0,5.8,0.0,6.0,2.0,Portable
The House of The Dead III,XB,2002.0,Shooter,Sega,0.29,0.08,0.0,0.01,0.39,Wow Entertainment,M,72.0,11.0,17.0,2.0,6.8,7.0,8.0,1.0,Salon
Rune Factory: Frontier,Wii,2008.0,Role-Playing,Rising Star Games,0.18,0.14,0.04,0.04,0.39,Neverland,E10+,79.0,27.0,6.0,1.0,8.2,30.0,4.0,3.0,Salon
The Darkness II,X360,2012.0,Shooter,Take-Two Interactive,0.24,0.12,0.0,0.03,0.39,Digital Extremes,M,80.0,60.0,11.0,0.0,7.6,195.0,81.0,27.0,Salon
Donkey Konga 2,GC,2004.0,Misc,Nintendo,0.3,0.08,0.0,0.01,0.39,Namco,T,69.0,11.0,18.0,1.0,8.3,5.0,3.0,0.0,Salon
Just Dance 2014,PS4,2013.0,Misc,Ubisoft,0.18,0.16,0.0,0.05,0.39,Ubisoft,E10+,75.0,3.0,1.0,0.0,5.7,21.0,15.0,22.0,Salon
Project X Zone,3DS,2012.0,Role-Playing,Namco Bandai Games,0.18,0.04,0.15,0.02,0.39,Monolith Soft,T,70.0,22.0,29.0,2.0,7.4,96.0,37.0,23.0,Portable
Red Faction: Armageddon,X360,2011.0,Shooter,THQ,0.18,0.17,0.01,0.04,0.39,Volition Inc.,M,71.0,32.0,40.0,2.0,7.0,51.0,35.0,16.0,Salon
Wipeout 2048,PSV,2012.0,Racing,Sony Computer Entertainment,0.14,0.19,0.0,0.06,0.39,Studio Liverpool,E10+,79.0,50.0,13.0,0.0,8.2,167.0,34.0,13.0,Portable
Need for Speed: Nitro,DS,2009.0,Racing,Electronic Arts,0.22,0.13,0.0,0.04,0.39,EA Montreal,E10+,70.0,2.0,5.0,0.0,6.0,5.0,4.0,3.0,Portable
Mystery Case Files: The Malgrave Incident,Wii,2011.0,Adventure,Nintendo,0.19,0.17,0.0,0.03,0.39,Sanzaru Games,E,65.0,3.0,22.0,1.0,7.4,2.0,4.0,1.0,Salon
Yoshi Touch & Go,DS,2005.0,Platform,Nintendo,0.34,0.02,0.0,0.03,0.39,Nintendo,E,73.0,25.0,15.0,1.0,6.3,6.0,10.0,3.0,Portable
EA Sports Active 2,X360,2010.0,Sports,Electronic Arts,0.18,0.17,0.0,0.04,0.39,EA Canada,E,68.0,11.0,8.0,2.0,6.3,6.0,2.0,3.0,Salon
Combat of Giants: Dinosaurs 3D,3DS,2011.0,Strategy,Ubisoft,0.25,0.06,0.05,0.03,0.39,Ubisoft,E10+,44.0,0.0,7.0,11.0,5.4,4.0,3.0,4.0,Portable
Age of Empires III,PC,2005.0,Strategy,Microsoft Game Studios,0.0,0.32,0.0,0.07,0.39,Ensemble Studios,T,81.0,40.0,12.0,0.0,7.9,496.0,181.0,36.0,Salon
SSX 3,XB,2003.0,Sports,Electronic Arts,0.29,0.08,0.0,0.01,0.39,EA Canada,E,92.0,25.0,2.0,0.0,7.1,11.0,2.0,5.0,Salon
Robert Ludlum's The Bourne Conspiracy,PS3,2008.0,Action,Vivendi Games,0.18,0.14,0.0,0.06,0.39,High Moon Studios,T,70.0,18.0,29.0,0.0,7.4,19.0,15.0,2.0,Salon
Dawn of Discovery,PC,2009.0,Simulation,Ubisoft,0.0,0.32,0.0,0.07,0.39,Blue Byte,T,82.0,29.0,3.0,0.0,8.6,77.0,11.0,1.0,Salon
Kengo: Master of Bushido,PS2,2000.0,Fighting,Ubisoft,0.16,0.13,0.06,0.04,0.39,Light Weight,M,62.0,3.0,6.0,4.0,7.7,5.0,1.0,1.0,Salon
Skylanders Giants,WiiU,2012.0,Action,Activision,0.23,0.12,0.0,0.04,0.39,Toys for Bob,E10+,80.0,5.0,3.0,0.0,6.4,19.0,12.0,8.0,Portable
Just Dance 4,WiiU,2012.0,Misc,Ubisoft,0.22,0.14,0.0,0.03,0.39,Ubisoft,E10+,66.0,2.0,12.0,0.0,7.9,29.0,9.0,5.0,Portable
Marvel: Ultimate Alliance,PS3,2006.0,Role-Playing,Activision,0.33,0.02,0.0,0.04,0.39,Raven Software,T,78.0,27.0,8.0,0.0,7.7,30.0,14.0,3.0,Salon
MotoGP 08,PS3,2008.0,Racing,Capcom,0.07,0.24,0.0,0.08,0.39,Milestone S.r.l,E,65.0,4.0,17.0,0.0,5.4,4.0,2.0,4.0,Salon
Tiger Woods PGA Tour 14,PS3,2013.0,Sports,Electronic Arts,0.16,0.15,0.0,0.07,0.39,EA Tiburon,E,74.0,19.0,9.0,0.0,4.1,8.0,6.0,13.0,Salon
Farming Simulator 2013,X360,2013.0,Simulation,Focus Home Interactive,0.22,0.13,0.0,0.03,0.39,Giants Software,E,33.0,0.0,3.0,9.0,6.1,16.0,3.0,10.0,Salon
Madden NFL Football,3DS,2011.0,Sports,Electronic Arts,0.36,0.01,0.0,0.03,0.39,EA Tiburon,E,49.0,0.0,11.0,7.0,5.1,6.0,10.0,8.0,Portable
The Sims 2,GBA,2005.0,Simulation,Electronic Arts,0.28,0.1,0.0,0.01,0.39,Maxis,T,58.0,2.0,8.0,1.0,7.8,5.0,3.0,0.0,Portable
Ice Age 2: The Meltdown,PS2,2006.0,Platform,Vivendi Games,0.19,0.15,0.0,0.05,0.39,Eurocom,E10+,68.0,6.0,13.0,0.0,7.6,16.0,13.0,1.0,Salon
MLB 14: The Show,PS3,2014.0,Sports,Sony Computer Entertainment America,0.35,0.0,0.0,0.04,0.39,SCEA San Diego Studios,E,81.0,23.0,3.0,0.0,6.8,47.0,10.0,19.0,Salon
Auto Modellista,PS2,2002.0,Racing,Capcom,0.19,0.15,0.0,0.05,0.39,Capcom,E,66.0,7.0,11.0,2.0,7.6,11.0,3.0,2.0,Salon
Samurai Warriors Chronicles,3DS,2011.0,Action,Tecmo Koei,0.12,0.05,0.2,0.01,0.39,Omega Force,T,61.0,5.0,23.0,2.0,7.5,29.0,8.0,5.0,Portable
Tomb Raider: Legend,X360,2006.0,Action,Eidos Interactive,0.27,0.08,0.01,0.03,0.39,Crystal Dynamics,T,80.0,45.0,8.0,1.0,7.9,92.0,48.0,5.0,Salon
One Piece: Unlimited World Red,3DS,2013.0,Action,Namco Bandai Games,0.05,0.04,0.28,0.01,0.38,Ganbarion,T,75.0,2.0,3.0,0.0,7.2,20.0,4.0,7.0,Portable
Virtua Tennis 2009,PS3,2009.0,Sports,Sega,0.09,0.23,0.0,0.07,0.38,Sumo Digital,E,70.0,13.0,20.0,1.0,6.6,4.0,4.0,1.0,Salon
Shin Megami Tensei: Nocturne,PS2,2003.0,Role-Playing,Ghostlight,0.07,0.05,0.25,0.02,0.38,Atlus,M,82.0,36.0,6.0,0.0,8.9,245.0,13.0,15.0,Salon
Dragon's Crown,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.16,0.05,0.12,0.05,0.38,Vanillaware,T,77.0,12.0,4.0,0.0,8.4,172.0,30.0,18.0,Portable
ESPN College Hoops 2K5,XB,2004.0,Sports,Sega,0.29,0.08,0.0,0.01,0.38,Visual Concepts,E,86.0,16.0,2.0,0.0,6.0,2.0,1.0,1.0,Salon
Looney Tunes: Acme Arsenal,PS2,2007.0,Action,Warner Bros. Interactive Entertainment,0.19,0.15,0.0,0.05,0.38,Red Tribe,E10+,38.0,0.0,3.0,7.0,5.3,3.0,2.0,6.0,Salon
Fragile Dreams: Farewell Ruins of the Moon,Wii,2009.0,Role-Playing,Rising Star Games,0.17,0.12,0.06,0.03,0.38,Tri-Crescendo,T,67.0,11.0,28.0,2.0,8.4,38.0,7.0,2.0,Salon
Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009.0,Fighting,Namco Bandai Games,0.13,0.04,0.19,0.03,0.38,CyberConnect2,T,61.0,2.0,19.0,1.0,6.5,15.0,16.0,6.0,Portable
Turok: Evolution,GC,2002.0,Shooter,Acclaim Entertainment,0.3,0.08,0.0,0.01,0.38,Acclaim Studios Austin,M,70.0,8.0,9.0,2.0,6.7,11.0,6.0,5.0,Salon
Ice Age,GBA,2002.0,Action,Ubisoft,0.27,0.1,0.0,0.01,0.38,Artificial Mind and Movement,E,47.0,0.0,4.0,7.0,5.9,4.0,3.0,3.0,Portable
Sega Superstars Tennis,PS2,2008.0,Sports,Sega,0.1,0.0,0.0,0.28,0.38,Sumo Digital,E10+,70.0,2.0,7.0,0.0,8.4,6.0,1.0,0.0,Salon
Headhunter,PS2,2002.0,Action,Sega,0.19,0.15,0.0,0.05,0.38,Amuze,M,74.0,15.0,9.0,0.0,8.4,12.0,4.0,1.0,Salon
Skate,PS3,2007.0,Sports,Electronic Arts,0.29,0.05,0.0,0.04,0.38,EA Black Box,T,85.0,27.0,4.0,0.0,7.9,38.0,7.0,4.0,Salon
NCAA Football 08,PS3,2007.0,Sports,Electronic Arts,0.35,0.0,0.0,0.03,0.38,EA Sports,E,77.0,10.0,3.0,0.0,4.8,2.0,0.0,2.0,Salon
Marvel Nemesis: Rise of the Imperfects,GC,2005.0,Fighting,Electronic Arts,0.3,0.08,0.0,0.01,0.38,EA Canada,T,54.0,2.0,12.0,5.0,6.6,4.0,4.0,2.0,Salon
Forza Horizon 3,XOne,2016.0,Racing,Microsoft Game Studios,0.15,0.2,0.0,0.03,0.38,Playground Games,E,91.0,89.0,1.0,1.0,8.2,1100.0,71.0,179.0,Salon
Overlord: Dark Legend,Wii,2009.0,Action,Codemasters,0.12,0.22,0.0,0.04,0.38,Climax Studios,T,68.0,6.0,24.0,0.0,7.3,5.0,7.0,0.0,Salon
Bratz: Rock Angelz,PS2,2005.0,Misc,THQ,0.19,0.15,0.0,0.05,0.38,Blitz Games,E,60.0,3.0,3.0,1.0,5.9,3.0,4.0,2.0,Salon
FlatOut,PS2,2004.0,Racing,Empire Interactive,0.19,0.15,0.0,0.05,0.38,Bugbear,T,70.0,18.0,8.0,4.0,8.0,10.0,5.0,1.0,Salon
Phoenix Wright: Ace Attorney - Dual Destinies,3DS,2013.0,Adventure,Capcom,0.0,0.0,0.38,0.0,0.38,Capcom,M,81.0,55.0,8.0,0.0,7.9,219.0,32.0,32.0,Portable
SSX 3,GC,2003.0,Sports,Electronic Arts,0.29,0.08,0.0,0.01,0.38,EA Canada,E,92.0,26.0,1.0,0.0,8.2,27.0,6.0,3.0,Salon
Tales of Zestiria,PS4,2015.0,Role-Playing,Namco Bandai Games,0.16,0.15,0.02,0.06,0.38,Bandai Namco Games,T,72.0,32.0,26.0,1.0,7.2,257.0,103.0,80.0,Salon
Risk: Global Domination,PS2,2003.0,Strategy,Atari,0.19,0.15,0.0,0.05,0.38,Cyberlore Studios,T,60.0,2.0,6.0,1.0,4.4,2.0,2.0,5.0,Salon
Elite Beat Agents,DS,2006.0,Misc,Nintendo,0.31,0.03,0.0,0.03,0.38,iNiS,E10+,87.0,46.0,5.0,0.0,8.3,73.0,21.0,3.0,Portable
NBA 2K7,PS3,2006.0,Sports,Take-Two Interactive,0.3,0.04,0.0,0.04,0.38,Visual Concepts,E,80.0,18.0,2.0,0.0,6.3,4.0,0.0,2.0,Salon
Grandia Xtreme,PS2,2002.0,Role-Playing,Enix Corporation,0.07,0.05,0.25,0.02,0.38,Game Arts,T,68.0,4.0,11.0,1.0,8.0,8.0,3.0,2.0,Salon
Silent Scope,PS2,2000.0,Shooter,Konami Digital Entertainment,0.19,0.15,0.0,0.05,0.38,KCET,M,63.0,8.0,8.0,7.0,6.8,1.0,4.0,1.0,Salon
Virtua Tennis 2009,Wii,2009.0,Sports,Sega,0.13,0.21,0.0,0.04,0.38,Sumo Digital,E,73.0,16.0,17.0,0.0,6.6,2.0,2.0,1.0,Salon
The Incredible Hulk,PS2,2008.0,Action,Sega,0.32,0.01,0.0,0.05,0.38,Edge of Reality,T,50.0,0.0,1.0,3.0,6.0,3.0,5.0,4.0,Salon
Mercenaries 2: World in Flames,PS2,2008.0,Shooter,Electronic Arts,0.21,0.0,0.0,0.17,0.38,Pandemic Studios,T,49.0,1.0,4.0,5.0,6.6,10.0,7.0,5.0,Salon
EA Sports MMA,PS3,2010.0,Fighting,Electronic Arts,0.16,0.15,0.01,0.06,0.38,EA Tiburon,T,77.0,34.0,13.0,0.0,6.7,29.0,11.0,11.0,Salon
Iron Man 2,PSP,2010.0,Action,Sega,0.18,0.12,0.0,0.07,0.38,Sega Studios San Francisco,T,49.0,0.0,5.0,3.0,6.0,2.0,2.0,1.0,Portable
Guitar Hero On Tour: Modern Hits,DS,2009.0,Misc,Activision,0.13,0.2,0.0,0.04,0.38,Activision,E10+,70.0,12.0,16.0,2.0,7.4,2.0,3.0,0.0,Portable
Hunter: The Reckoning,XB,2002.0,Action,Interplay,0.28,0.08,0.0,0.01,0.38,High Voltage Software,M,79.0,22.0,5.0,1.0,6.4,4.0,3.0,3.0,Salon
MX vs. ATV Untamed,PS2,2007.0,Racing,THQ,0.32,0.01,0.0,0.05,0.38,Rainbow Studios,E,53.0,1.0,7.0,5.0,7.4,5.0,1.0,1.0,Salon
Pokemon Channel,GC,2003.0,Adventure,Nintendo,0.24,0.06,0.07,0.01,0.38,Ambrella,E,55.0,2.0,13.0,6.0,6.0,12.0,14.0,10.0,Salon
Scribblenauts: Unlimited,WiiU,2012.0,Action,Warner Bros. Interactive Entertainment,0.26,0.09,0.0,0.03,0.38,5TH Cell,E10+,73.0,24.0,18.0,0.0,7.5,85.0,36.0,14.0,Portable
Saints Row: The Third,PC,2011.0,Action,THQ,0.16,0.16,0.0,0.06,0.38,Volition Inc.,M,84.0,20.0,2.0,0.0,8.1,1300.0,323.0,95.0,Salon
Just Dance 2015,PS4,2014.0,Misc,Ubisoft,0.19,0.13,0.0,0.06,0.38,Ubisoft,E10+,72.0,4.0,4.0,0.0,6.0,16.0,10.0,9.0,Salon
Green Day: Rock Band,Wii,2010.0,Misc,MTV Games,0.22,0.12,0.0,0.03,0.38,Harmonix Music Systems,T,76.0,8.0,4.0,0.0,8.3,10.0,2.0,1.0,Salon
EyeToy Play 2,PS2,2004.0,Misc,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.38,SCEE,E10+,78.0,25.0,5.0,0.0,8.3,5.0,2.0,0.0,Salon
Need for Speed: Hot Pursuit,PC,2010.0,Racing,Electronic Arts,0.12,0.2,0.0,0.06,0.38,Criterion Games,E10+,86.0,13.0,1.0,0.0,7.0,455.0,263.0,146.0,Salon
The Legend of Spyro: A New Beginning,DS,2006.0,Platform,Vivendi Games,0.34,0.01,0.0,0.03,0.38,Krome Studios,E10+,68.0,0.0,10.0,0.0,5.2,4.0,6.0,5.0,Portable
Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011.0,Role-Playing,Ghostlight,0.28,0.01,0.06,0.02,0.38,Atlus,T,78.0,19.0,7.0,1.0,8.3,169.0,14.0,24.0,Portable
Dragon Ball Z: Attack of the Saiyans,DS,2009.0,Role-Playing,Namco Bandai Games,0.13,0.02,0.21,0.01,0.38,Monolith Soft,E10+,73.0,8.0,13.0,0.0,8.2,40.0,6.0,4.0,Portable
Marvel Super Hero Squad,Wii,2009.0,Fighting,THQ,0.31,0.03,0.0,0.03,0.38,Blue Tongue Entertainment,E10+,49.0,0.0,8.0,8.0,5.8,5.0,3.0,4.0,Salon
The House of the Dead: Overkill - Extended Cut,PS3,2011.0,Shooter,Sega,0.15,0.17,0.0,0.06,0.38,Headstrong Games,M,75.0,32.0,15.0,1.0,7.7,33.0,8.0,4.0,Salon
The Golden Compass,PSP,2007.0,Action,Sega,0.11,0.16,0.0,0.1,0.38,Shiny Entertainment,E10+,28.0,0.0,0.0,4.0,2.4,1.0,0.0,4.0,Portable
Harry Potter and the Prisoner of Azkaban,GC,2004.0,Action,Electronic Arts,0.29,0.08,0.0,0.01,0.38,EA Games,E,67.0,7.0,15.0,0.0,8.1,8.0,1.0,1.0,Salon
Quake 4,X360,2005.0,Shooter,Activision,0.32,0.03,0.0,0.03,0.38,Raven Software,M,75.0,29.0,23.0,0.0,7.4,35.0,24.0,8.0,Salon
